VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1C4RJXN66R,Snohomish,Everett,WA,98204,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,21,261311557,POINT (-122.2507211 47.8976713),PUGET SOUND ENERGY INC,53061041809
KNDJX3AEXG,King,Renton,WA,98058,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,11,210641315,POINT (-122.1476337 47.4438471),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025804
5YJ3E1EA3L,King,Seattle,WA,98125,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,46,124517347,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
1G1RC6S5XH,Kitsap,Port Orchard,WA,98367,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,26,7832933,POINT (-122.6530052 47.4739066),PUGET SOUND ENERGY INC,53035092902
5UXTA6C09P,Snohomish,Monroe,WA,98272,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,39,235249262,POINT (-121.968385 47.854897),PUGET SOUND ENERGY INC,53061052203
1FMCU0EZXN,Yakima,Moxee,WA,98936,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,15,197264322,POINT (-120.3552229 46.550869),PACIFICORP,53077001702
5YJSA1DNXD,Thurston,Olympia,WA,98506,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,22,475076241,POINT (-122.86491 47.07503),PUGET SOUND ENERGY INC,53067010300
1N4AZ0CP8F,Snohomish,Monroe,WA,98272,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,39,187075577,POINT (-121.968385 47.854897),PUGET SOUND ENERGY INC,53061052206
WP1AE2A21J,Snohomish,Everett,WA,98208,2018,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,44,122759276,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041606
1N4BZ1BV4N,Snohomish,Everett,WA,98208,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,259974277,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041704
5YJ3E1EB8J,Snohomish,Mill Creek,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,475227392,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052008
1N4AZ1CP6J,Kitsap,Bremerton,WA,98312,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,35,474183811,POINT (-122.6961203 47.5759584),PUGET SOUND ENERGY INC,53035080700
5YJSA1H2XE,Snohomish,Arlington,WA,98223,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,39,193175517,POINT (-122.11597 48.194109),PUGET SOUND ENERGY INC,53061052701
5YJ3E1EA2L,Kitsap,Port Orchard,WA,98366,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,26,6249078,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53035092600
5UXTS1C01M,Thurston,Rochester,WA,98579,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,20,152190328,POINT (-123.0498592 46.8153419),PUGET SOUND ENERGY INC,53067012730
5YJYGDEEXL,King,Renton,WA,98055,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,11,124565731,POINT (-122.2003346 47.4487206),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805
5YJXCAE28J,King,Auburn,WA,98092,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,47,149766508,POINT (-122.1550193 47.2884536),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031207
5YJSA1E24H,Snohomish,Bothell,WA,98012,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,44,266967277,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052005
5UXTS1C06M,King,Seattle,WA,98199,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,36,132733793,POINT (-122.394937 47.649547),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600
YV4BR0CM2M,Kitsap,Bainbridge Island,WA,98110,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,23,138397801,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035091002
5YJ3E1EA3J,King,Seattle,WA,98115,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,46,283964453,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200
5YJXCBE29G,Kitsap,Poulsbo,WA,98370,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,23,6406879,POINT (-122.6368884 47.7469547),PUGET SOUND ENERGY INC,53035091100
1G1FY6S08K,Thurston,Tumwater,WA,98512,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,251184825,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
WBY7Z2C58J,King,Seattle,WA,98199,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,36,124949870,POINT (-122.394937 47.649547),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005803
1FTVW1EV4P,Thurston,Rochester,WA,98579,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,237709454,POINT (-123.0498592 46.8153419),PUGET SOUND ENERGY INC,53067012710
WMZYU7C41J,Kitsap,Poulsbo,WA,98370,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36800,23,110855916,POINT (-122.6368884 47.7469547),PUGET SOUND ENERGY INC,53035090502
KNDCR3LF8P,Snohomish,Monroe,WA,98272,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,39,254596093,POINT (-121.968385 47.854897),PUGET SOUND ENERGY INC,53061052203
WBY1Z6C34H,Snohomish,Snohomish,WA,98290,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,44,115260113,POINT (-122.0483457 47.9435765),PUGET SOUND ENERGY INC,53061052401
5YJSA1E23G,Snohomish,Snohomish,WA,98290,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,44,348785223,POINT (-122.0483457 47.9435765),PUGET SOUND ENERGY INC,53061052502
5YJSA1E28H,Thurston,Olympia,WA,98502,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,211899019,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067012002
5YJ3E1EB7K,Stevens,Colville,WA,99114,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,7,278862286,POINT (-117.885418 48.541035),AVISTA CORP,53065950300
JTDKAMFP0M,Yakima,Yakima,WA,98902,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,14,152408714,POINT (-120.530331 46.59534),PACIFICORP,53077000600
5YJ3E1EC3L,Thurston,Yelm,WA,98597,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,2,254928768,POINT (-122.5715761 46.9095798),PUGET SOUND ENERGY INC,53067012531
5YJXCAE20G,King,Seatac,WA,98168,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,33,219998173,POINT (-122.297205 47.486649),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027300
5YJ3E1EB6K,King,Seattle,WA,98108,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,11,232690629,POINT (-122.3173531 47.5484673),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402
YV4BR00L4N,Snohomish,Monroe,WA,98272,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,39,264543786,POINT (-121.968385 47.854897),PUGET SOUND ENERGY INC,53061052208
1N4BZ1CP7K,Snohomish,Bothell,WA,98021,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,1,115103796,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051917
5YJ3E1EB2L,Chelan,Wenatchee,WA,98801,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,12,128897450,POINT (-120.3283376 47.4280056),PUD NO 1 OF CHELAN COUNTY,53007960700
JN1AZ0CP5C,Stevens,Colville,WA,99114,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,7,153331706,POINT (-117.885418 48.541035),AVISTA CORP,53065950200
7SAYGDEE7N,Yakima,Yakima,WA,98902,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,185725480,POINT (-120.530331 46.59534),PACIFICORP,53077000301
5YJSA1E41J,Thurston,Olympia,WA,98502,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,22,193795542,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067011100
1N4AZ0CP9D,King,Seattle,WA,98133,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,46,103775878,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000300
WA1F2AFY1N,King,Seattle,WA,98119,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,36,207620633,POINT (-122.36731 47.6377681),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902
KNDC4DLC3P,Kitsap,Poulsbo,WA,98370,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,229964059,POINT (-122.6368884 47.7469547),PUGET SOUND ENERGY INC,53035090201
WBY1Z6C35H,King,Seattle,WA,98121,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,36,284126811,POINT (-122.345422 47.6162381),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008003
5YJ3E1EA4K,Kitsap,Silverdale,WA,98383,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,23,148566358,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035091201
1G1FZ6S04P,Yakima,Yakima,WA,98908,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,251492111,POINT (-120.611068 46.596645),PACIFICORP,53077002900
1N4AZ0CP7E,King,Seattle,WA,98112,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,37,349644585,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700
5YJXCBE26G,Yakima,Selah,WA,98942,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,15,122670621,POINT (-120.5517376 46.6678647),PACIFICORP,53077003100
7SAYGDEF2N,Yakima,Selah,WA,98942,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,219542739,POINT (-120.5517376 46.6678647),PACIFICORP,53077003100
1N4AZ1CP8K,Kitsap,Kingston,WA,98346,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,23,7849733,POINT (-122.5178351 47.7981436),PUGET SOUND ENERGY INC,53035090101
5YJ3E1EB1J,King,Auburn,WA,98001,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,47,476632054,POINT (-122.2651204 47.3164638),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029902
5YJXCDE27L,King,Kirkland,WA,98033,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,48,3626507,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702
5YJYGDEE6L,Snohomish,Mill Creek,WA,98012,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,44,112428550,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052008
5YJ3E1EA3J,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,136972083,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051937
1N4AZ1CP3L,King,Seattle,WA,98117,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,36,183157033,POINT (-122.377938 47.690166),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900
WA1E2AFY2R,Yakima,Selah,WA,98942,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,15,270927884,POINT (-120.5517376 46.6678647),PACIFICORP,53077003200
5UX43EU01R,Thurston,Olympia,WA,98501,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,22,241688702,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
1N4AZ1CP6J,Kitsap,Kingston,WA,98346,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,23,288178201,POINT (-122.5178351 47.7981436),PUGET SOUND ENERGY INC,53035090102
1N4AZ1CP7K,King,Seattle,WA,98106,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,34,303237595,POINT (-122.3570816 47.5337116),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010800
5YJ3E1EB7J,Thurston,Olympia,WA,98512,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,474261763,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011000
5YJSA1E29L,Kitsap,Hansville,WA,98340,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,23,102895040,POINT (-122.5638082 47.8995458),PUGET SOUND ENERGY INC,53035090101
1G1RB6S57J,Kitsap,Port Orchard,WA,98366,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,26,478393009,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53035092200
5YJ3E1EBXP,Yakima,Selah,WA,98942,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,251783213,POINT (-120.5517376 46.6678647),PACIFICORP,53077003200
5YJXCDE20L,Thurston,Olympia,WA,98501,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,22,131357390,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010400
5YJ3E1EA6K,Thurston,Olympia,WA,98502,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,35,478146763,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067011902
1N4BZ0CP8H,King,Shoreline,WA,98133,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,32,122465010,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020700
5YJ3E1EA9L,Thurston,Lacey,WA,98503,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,208467983,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
JTMEB3FV6M,Kitsap,Bremerton,WA,98312,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,35,139701789,POINT (-122.6961203 47.5759584),PUGET SOUND ENERGY INC,53035092000
1N4AZ0CP1E,King,Seattle,WA,98116,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,34,243958102,POINT (-122.395519 47.572137),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010502
5YJ3E1EA1R,Yakima,Moxee,WA,98936,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,267544882,POINT (-120.3552229 46.550869),PACIFICORP,53077001702
WMWXP3C0XM,King,Seattle,WA,98126,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,34,131496907,POINT (-122.3752214 47.5465949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010601
5YJYGDEE5L,Snohomish,Everett,WA,98201,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,38,110764804,POINT (-122.2032447 47.9845088),PUGET SOUND ENERGY INC,53061040900
1N4BZ0CP3H,Kitsap,Bremerton,WA,98310,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,23,227492128,POINT (-122.6231895 47.5930874),PUGET SOUND ENERGY INC,53035080200
3C3CFFGE6D,King,Seattle,WA,98116,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,34,120051291,POINT (-122.395519 47.572137),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009801
5UXTA6C07P,King,Seattle,WA,98136,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,34,228906849,POINT (-122.3894209 47.5407358),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010602
3MW39FS09P,King,Renton,WA,98057,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,11,251837533,POINT (-122.2171169 47.4762968),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200
KNDJX3AE6G,King,Seattle,WA,98136,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,34,202789303,POINT (-122.3894209 47.5407358),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010601
5YJYGDEE6L,Thurston,Olympia,WA,98502,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,22,124741795,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067010520
1N4BZ1CP8K,Kitsap,Kingston,WA,98346,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,23,332332080,POINT (-122.5178351 47.7981436),PUGET SOUND ENERGY INC,53035090102
5YJ3E1EB9K,Yakima,Yakima,WA,98908,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,156862744,POINT (-120.611068 46.596645),PACIFICORP,53077002804
5YJ3E1EA9J,Thurston,Olympia,WA,98513,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,2,241589512,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012320
1N4AZ0CPXE,King,Redmond,WA,98052,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,48,229296595,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313
1N4BZ1CPXK,Thurston,Tumwater,WA,98512,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,22,114330401,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
5YJXCDE25H,Snohomish,Lake Stevens,WA,98258,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,44,333729469,POINT (-122.0816912 48.0122934),PUGET SOUND ENERGY INC,53061052506
WP1AE2A26H,Kitsap,Seabeck,WA,98380,2017,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,35,3966259,POINT (-122.8728334 47.5798304),PUGET SOUND ENERGY INC,53035092000
1N4BZ0CP8H,Snohomish,Bothell,WA,98012,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,1,321251150,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052107
5YJXCBE20H,Snohomish,Bothell,WA,98012,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,1,305888509,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052107
1N4AZ0CP5F,King,Redmond,WA,98052,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,48,191836571,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902
WA1VAAGE2K,Kitsap,Bremerton,WA,98310,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,23,476666046,POINT (-122.6231895 47.5930874),PUGET SOUND ENERGY INC,53035080101
WBA33AG06P,King,Seattle,WA,98199,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,36,231107523,POINT (-122.394937 47.649547),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005803
1N4AZ1CP6K,King,Bellevue,WA,98007,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,48,326901697,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403
1G1RB6S51J,Kitsap,Bremerton,WA,98310,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,23,475945368,POINT (-122.6231895 47.5930874),PUGET SOUND ENERGY INC,53035080300
3FA6P0PU6E,Yakima,Union Gap,WA,98903,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,15,172931510,POINT (-120.5807155 46.5654909),PACIFICORP,53077001400
5YJXCBE21H,Kitsap,Port Orchard,WA,98367,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,26,172534043,POINT (-122.6530052 47.4739066),PUGET SOUND ENERGY INC,53035092701
5YJYGDEF9L,Chelan,Manson,WA,98831,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,12,107762469,POINT (-120.147741 47.8988976),PUD NO 1 OF CHELAN COUNTY,53007960400
JTDKAMFP2N,Thurston,Olympia,WA,98503,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,2,259544729,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011627
1N4BZ1CP5K,King,Seattle,WA,98101,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,43,262072765,POINT (-122.3340795 47.6099315),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008300
5YJ3E1EB1J,Snohomish,Mukilteo,WA,98275,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,474833887,POINT (-122.29943 47.912654),PUGET SOUND ENERGY INC,53061042001
5YJ3E1EB0J,King,Redmond,WA,98053,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,298571640,POINT (-122.030684 47.669552),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333
5YJ3E1EA5L,Snohomish,Lake Stevens,WA,98258,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,44,102664061,POINT (-122.0816912 48.0122934),PUGET SOUND ENERGY INC,53061052603
1G1FY6S07L,Yakima,Yakima,WA,98908,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,14,109652714,POINT (-120.611068 46.596645),PACIFICORP,53077000401
1G1RE6E43E,Yakima,Yakima,WA,98908,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,14,202811836,POINT (-120.611068 46.596645),PACIFICORP,53077000903
7SAYGDEE3N,Yakima,Yakima,WA,98908,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,261799471,POINT (-120.611068 46.596645),PACIFICORP,53077000401
5YJ3E1EA9L,Snohomish,Marysville,WA,98270,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,38,4759450,POINT (-122.1515174 48.0650751),PUGET SOUND ENERGY INC,53061052903
5YJ3E1EB6M,Yakima,Naches,WA,98937,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,176230267,POINT (-120.7451856 46.7416386),PACIFICORP,53077003004
5YJ3E1EAXJ,Island,Oak Harbor,WA,98277,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,338472676,POINT (-122.6447164 48.3015146),PUGET SOUND ENERGY INC,53029971000
